Date,Open,High,Low,Close,Adj Close,Volume
2021-10-20,0.000000,0.000000,0.000000,0.000000,0.000000,77362
2021-10-21,0.000000,0.000000,0.000000,0.000000,0.000000,89964
2021-10-22,0.000000,0.000000,0.000000,0.000000,0.000000,114780
2021-10-23,0.000000,0.000000,0.000000,0.000000,0.000000,119003
2021-10-24,0.000000,0.000000,0.000000,0.000000,0.000000,145219
2021-10-25,0.000000,0.000000,0.000000,0.000000,0.000000,601537
2021-10-26,0.000000,0.000000,0.000000,0.000000,0.000000,1879301
2021-10-27,0.000000,0.000000,0.000000,0.000000,0.000000,1945392
2021-10-28,0.000000,0.000000,0.000000,0.000000,0.000000,3524299
2021-10-29,0.000000,0.000000,0.000000,0.000000,0.000000,6311248
2021-10-30,0.000000,0.000000,0.000000,0.000000,0.000000,8124104
2021-10-31,0.000000,0.000000,0.000000,0.000000,0.000000,7817493
2021-11-01,0.000000,0.000000,0.000000,0.000000,0.000000,9326356
2021-11-02,0.000000,0.000000,0.000000,0.000000,0.000000,23033969
2021-11-03,0.000000,0.000000,0.000000,0.000000,0.000000,20543928
2021-11-04,0.000000,0.000000,0.000000,0.000000,0.000000,5518433
2021-11-05,0.000000,0.000000,0.000000,0.000000,0.000000,4081730
2021-11-06,0.000000,0.000000,0.000000,0.000000,0.000000,2482622
2021-11-07,0.000000,0.000000,0.000000,0.000000,0.000000,1459369
2021-11-08,0.000000,0.000000,0.000000,0.000000,0.000000,1480955
2021-11-09,0.000000,0.000000,0.000000,0.000000,0.000000,2888670
2021-11-10,0.000000,0.000000,0.000000,0.000000,0.000000,3068740
2021-11-11,0.000000,0.000000,0.000000,0.000000,0.000000,1413436
2021-11-12,0.000000,0.000000,0.000000,0.000000,0.000000,990168
2021-11-13,0.000000,0.000000,0.000000,0.000000,0.000000,1050608
2021-11-14,0.000000,0.000000,0.000000,0.000000,0.000000,1377511
2021-11-15,0.000000,0.000000,0.000000,0.000000,0.000000,2510733
2021-11-16,0.000000,0.000000,0.000000,0.000000,0.000000,1898753
2021-11-17,0.000000,0.000000,0.000000,0.000000,0.000000,775808
2021-11-18,0.000000,0.000000,0.000000,0.000000,0.000000,706567
2021-11-19,0.000000,0.000000,0.000000,0.000000,0.000000,849256
2021-11-20,0.000000,0.000000,0.000000,0.000000,0.000000,395792
2021-11-21,0.000000,0.000000,0.000000,0.000000,0.000000,298600
2021-11-22,0.000000,0.000000,0.000000,0.000000,0.000000,355181
2021-11-23,0.000000,0.000000,0.000000,0.000000,0.000000,374304
2021-11-24,0.000000,0.000000,0.000000,0.000000,0.000000,166697
2021-11-25,0.000000,0.000000,0.000000,0.000000,0.000000,505496
2021-11-26,0.000000,0.000000,0.000000,0.000000,0.000000,327785
2021-11-27,0.000000,0.000000,0.000000,0.000000,0.000000,211960
2021-11-28,0.000000,0.000000,0.000000,0.000000,0.000000,200460
2021-11-29,0.000000,0.000000,0.000000,0.000000,0.000000,134688
2021-11-30,0.000000,0.000000,0.000000,0.000000,0.000000,132568
2021-12-01,0.000000,0.000000,0.000000,0.000000,0.000000,222980
2021-12-02,0.000000,0.000000,0.000000,0.000000,0.000000,221000
2021-12-03,0.000000,0.000000,0.000000,0.000000,0.000000,135474
2021-12-04,0.000000,0.000000,0.000000,0.000000,0.000000,145848
2021-12-05,0.000000,0.000000,0.000000,0.000000,0.000000,200250
2021-12-06,0.000000,0.000000,0.000000,0.000000,0.000000,146437
2021-12-07,0.000000,0.000000,0.000000,0.000000,0.000000,98483
2021-12-08,0.000000,0.000000,0.000000,0.000000,0.000000,95555
2021-12-09,0.000000,0.000000,0.000000,0.000000,0.000000,80260
2021-12-10,0.000000,0.000000,0.000000,0.000000,0.000000,80079
2021-12-11,0.000000,0.000000,0.000000,0.000000,0.000000,86381
2021-12-12,0.000000,0.000000,0.000000,0.000000,0.000000,85449
2021-12-13,0.000000,0.000000,0.000000,0.000000,0.000000,85538
2021-12-14,0.000000,0.000000,0.000000,0.000000,0.000000,383849
2021-12-15,0.000000,0.000000,0.000000,0.000000,0.000000,702113
2021-12-16,0.000000,0.000000,0.000000,0.000000,0.000000,473351
2021-12-17,0.000000,0.000000,0.000000,0.000000,0.000000,509866
2021-12-18,0.000000,0.000000,0.000000,0.000000,0.000000,498373
2021-12-19,0.000000,0.000000,0.000000,0.000000,0.000000,482640
2021-12-20,0.000000,0.000000,0.000000,0.000000,0.000000,463794
2021-12-21,0.000000,0.000000,0.000000,0.000000,0.000000,443376
2021-12-22,0.000000,0.000000,0.000000,0.000000,0.000000,357023
2021-12-23,0.000000,0.000000,0.000000,0.000000,0.000000,399021
2021-12-24,0.000000,0.000000,0.000000,0.000000,0.000000,460442
2021-12-25,0.000000,0.000000,0.000000,0.000000,0.000000,701864
2021-12-26,0.000000,0.000000,0.000000,0.000000,0.000000,646110
2021-12-27,0.000000,0.000000,0.000000,0.000000,0.000000,552819
2021-12-28,0.000000,0.000000,0.000000,0.000000,0.000000,508907
2021-12-29,0.000000,0.000000,0.000000,0.000000,0.000000,475375
2021-12-30,0.000000,0.000000,0.000000,0.000000,0.000000,395013
2021-12-31,0.000000,0.000000,0.000000,0.000000,0.000000,442581
2022-01-01,0.000000,0.000000,0.000000,0.000000,0.000000,424835
2022-01-02,0.000000,0.000000,0.000000,0.000000,0.000000,378603
2022-01-03,0.000000,0.000000,0.000000,0.000000,0.000000,417198
2022-01-04,0.000000,0.000000,0.000000,0.000000,0.000000,441984
2022-01-05,0.000000,0.000000,0.000000,0.000000,0.000000,406817
2022-01-06,0.000000,0.000000,0.000000,0.000000,0.000000,393242
2022-01-07,0.000000,0.000000,0.000000,0.000000,0.000000,400197
2022-01-08,0.000000,0.000000,0.000000,0.000000,0.000000,432878
2022-01-09,0.000000,0.000000,0.000000,0.000000,0.000000,484336
2022-01-10,0.000000,0.000000,0.000000,0.000000,0.000000,882518
2022-01-11,0.000000,0.000000,0.000000,0.000000,0.000000,639253
2022-01-12,0.000000,0.000000,0.000000,0.000000,0.000000,414430
2022-01-13,0.000000,0.000000,0.000000,0.000000,0.000000,449995
2022-01-14,0.000000,0.000000,0.000000,0.000000,0.000000,492538
2022-01-15,0.000000,0.000000,0.000000,0.000000,0.000000,403470
2022-01-16,0.000000,0.000000,0.000000,0.000000,0.000000,434604
2022-01-17,0.000000,0.000000,0.000000,0.000000,0.000000,452180
2022-01-18,0.000000,0.000000,0.000000,0.000000,0.000000,447760
2022-01-19,0.000000,0.000000,0.000000,0.000000,0.000000,359289
2022-01-20,0.000000,0.000000,0.000000,0.000000,0.000000,384612
2022-01-21,0.000000,0.000000,0.000000,0.000000,0.000000,383801
2022-01-22,0.000000,0.000000,0.000000,0.000000,0.000000,322258
2022-01-23,0.000000,0.000000,0.000000,0.000000,0.000000,301443
2022-01-24,0.000000,0.000000,0.000000,0.000000,0.000000,312771
2022-01-25,0.000000,0.000000,0.000000,0.000000,0.000000,338802
2022-01-26,0.000000,0.000000,0.000000,0.000000,0.000000,279015
2022-01-27,0.000000,0.000000,0.000000,0.000000,0.000000,266157
2022-01-28,0.000000,0.000000,0.000000,0.000000,0.000000,296390
2022-01-29,0.000000,0.000000,0.000000,0.000000,0.000000,297636
2022-01-30,0.000000,0.000000,0.000000,0.000000,0.000000,228229
2022-01-31,0.000000,0.000000,0.000000,0.000000,0.000000,291341
2022-02-01,0.000000,0.000000,0.000000,0.000000,0.000000,263592
2022-02-02,0.000000,0.000000,0.000000,0.000000,0.000000,226659
2022-02-03,0.000000,0.000000,0.000000,0.000000,0.000000,234650
2022-02-04,0.000000,0.000000,0.000000,0.000000,0.000000,283279
2022-02-05,0.000000,0.000000,0.000000,0.000000,0.000000,255547
2022-02-06,0.000000,0.000000,0.000000,0.000000,0.000000,252127
2022-02-07,0.000000,0.000000,0.000000,0.000000,0.000000,371758
2022-02-08,0.000000,0.000000,0.000000,0.000000,0.000000,580333
2022-02-09,0.000000,0.000000,0.000000,0.000000,0.000000,407748
2022-02-10,0.000000,0.000000,0.000000,0.000000,0.000000,351626
2022-02-11,0.000000,0.000000,0.000000,0.000000,0.000000,312676
2022-02-12,0.000000,0.000000,0.000000,0.000000,0.000000,322014
2022-02-13,0.000000,0.000000,0.000000,0.000000,0.000000,326585
2022-02-14,0.000000,0.000000,0.000000,0.000000,0.000000,380419
2022-02-15,0.000000,0.000000,0.000000,0.000000,0.000000,331139
2022-02-16,0.000000,0.000000,0.000000,0.000000,0.000000,303647
2022-02-17,0.000000,0.000000,0.000000,0.000000,0.000000,304007
2022-02-18,0.000000,0.000000,0.000000,0.000000,0.000000,281209
2022-02-19,0.000000,0.000000,0.000000,0.000000,0.000000,221302
2022-02-20,0.000000,0.000000,0.000000,0.000000,0.000000,246341
2022-02-21,0.000000,0.000000,0.000000,0.000000,0.000000,281260
2022-02-22,0.000000,0.000000,0.000000,0.000000,0.000000,264439
2022-02-23,0.000000,0.000000,0.000000,0.000000,0.000000,250894
2022-02-24,0.000000,0.000000,0.000000,0.000000,0.000000,306098
2022-02-25,0.000000,0.000000,0.000000,0.000000,0.000000,230828
2022-02-26,0.000000,0.000000,0.000000,0.000000,0.000000,249007
2022-02-27,0.000000,0.000000,0.000000,0.000000,0.000000,261071
2022-02-28,0.000000,0.000000,0.000000,0.000000,0.000000,287694
2022-03-01,0.000000,0.000000,0.000000,0.000000,0.000000,263227
2022-03-02,0.000000,0.000000,0.000000,0.000000,0.000000,237709
2022-03-03,0.000000,0.000000,0.000000,0.000000,0.000000,257335
2022-03-04,0.000000,0.000000,0.000000,0.000000,0.000000,299379
2022-03-05,0.000000,0.000000,0.000000,0.000000,0.000000,234990
2022-03-06,0.000000,0.000000,0.000000,0.000000,0.000000,240704
2022-03-07,0.000000,0.000000,0.000000,0.000000,0.000000,276475
2022-03-08,0.000000,0.000000,0.000000,0.000000,0.000000,259463
2022-03-09,0.000000,0.000000,0.000000,0.000000,0.000000,238612
2022-03-10,0.000000,0.000000,0.000000,0.000000,0.000000,186505
2022-03-11,0.000000,0.000000,0.000000,0.000000,0.000000,273337
2022-03-12,0.000000,0.000000,0.000000,0.000000,0.000000,176469
2022-03-13,0.000000,0.000000,0.000000,0.000000,0.000000,233054
2022-03-14,0.000000,0.000000,0.000000,0.000000,0.000000,605322
2022-03-15,0.000000,0.000000,0.000000,0.000000,0.000000,394283
2022-03-16,0.000000,0.000000,0.000000,0.000000,0.000000,422849
2022-03-17,0.000000,0.000000,0.000000,0.000000,0.000000,244195
2022-03-18,0.000000,0.000000,0.000000,0.000000,0.000000,258975
2022-03-19,0.000000,0.000000,0.000000,0.000000,0.000000,219367
2022-03-20,0.000000,0.000000,0.000000,0.000000,0.000000,273242
2022-03-21,0.000000,0.000000,0.000000,0.000000,0.000000,277122
2022-03-22,0.000000,0.000000,0.000000,0.000000,0.000000,228050
2022-03-23,0.000000,0.000000,0.000000,0.000000,0.000000,240446
2022-03-24,0.000000,0.000000,0.000000,0.000000,0.000000,206655
2022-03-25,0.000000,0.000000,0.000000,0.000000,0.000000,250044
2022-03-26,0.000000,0.000000,0.000000,0.000000,0.000000,220250
2022-03-27,0.000000,0.000000,0.000000,0.000000,0.000000,214951
2022-03-28,0.000000,0.000000,0.000000,0.000000,0.000000,282969
2022-03-29,0.000000,0.000000,0.000000,0.000000,0.000000,228736
2022-03-30,0.000000,0.000000,0.000000,0.000000,0.000000,162388
2022-03-31,0.000000,0.000000,0.000000,0.000000,0.000000,150719
2022-04-01,0.000000,0.000000,0.000000,0.000000,0.000000,160304
2022-04-02,0.000000,0.000000,0.000000,0.000000,0.000000,129645
2022-04-03,0.000000,0.000000,0.000000,0.000000,0.000000,187783
2022-04-04,0.000000,0.000000,0.000000,0.000000,0.000000,130812
2022-04-05,0.000000,0.000000,0.000000,0.000000,0.000000,185597
2022-04-06,0.000000,0.000000,0.000000,0.000000,0.000000,126921
2022-04-07,0.000000,0.000000,0.000000,0.000000,0.000000,159830
2022-04-08,0.000000,0.000000,0.000000,0.000000,0.000000,173949
2022-04-09,0.000000,0.000000,0.000000,0.000000,0.000000,136363
2022-04-10,0.000000,0.000000,0.000000,0.000000,0.000000,219061
2022-04-11,0.000000,0.000000,0.000000,0.000000,0.000000,206829
2022-04-12,0.000000,0.000000,0.000000,0.000000,0.000000,190187
2022-04-13,0.000000,0.000000,0.000000,0.000000,0.000000,118286
2022-04-14,0.000000,0.000000,0.000000,0.000000,0.000000,81338
2022-04-15,0.000000,0.000000,0.000000,0.000000,0.000000,70480
2022-04-16,0.000000,0.000000,0.000000,0.000000,0.000000,106946
2022-04-17,0.000000,0.000000,0.000000,0.000000,0.000000,110104
2022-04-18,0.000000,0.000000,0.000000,0.000000,0.000000,103639
2022-04-19,0.000000,0.000000,0.000000,0.000000,0.000000,143125
2022-04-20,0.000000,0.000000,0.000000,0.000000,0.000000,143934
2022-04-21,0.000000,0.000000,0.000000,0.000000,0.000000,104634
2022-04-22,0.000000,0.000000,0.000000,0.000000,0.000000,147394
2022-04-23,0.000000,0.000000,0.000000,0.000000,0.000000,158154
2022-04-24,0.000000,0.000000,0.000000,0.000000,0.000000,146763
2022-04-25,0.000000,0.000000,0.000000,0.000000,0.000000,140168
2022-04-26,0.000000,0.000000,0.000000,0.000000,0.000000,192907
2022-04-27,0.000000,0.000000,0.000000,0.000000,0.000000,99795
2022-04-28,0.000000,0.000000,0.000000,0.000000,0.000000,178167
2022-04-29,0.000000,0.000000,0.000000,0.000000,0.000000,129521
2022-04-30,0.000000,0.000000,0.000000,0.000000,0.000000,165783
2022-05-01,0.000000,0.000000,0.000000,0.000000,0.000000,92201
2022-05-02,0.000000,0.000000,0.000000,0.000000,0.000000,134003
2022-05-03,0.000000,0.000000,0.000000,0.000000,0.000000,140779
2022-05-04,0.000000,0.000000,0.000000,0.000000,0.000000,124876
2022-05-05,0.000000,0.000000,0.000000,0.000000,0.000000,115732
2022-05-06,0.000000,0.000000,0.000000,0.000000,0.000000,148508
2022-05-07,0.000000,0.000000,0.000000,0.000000,0.000000,131045
2022-05-08,0.000000,0.000000,0.000000,0.000000,0.000000,130589
2022-05-09,0.000000,0.000000,0.000000,0.000000,0.000000,128798
2022-05-10,0.000000,0.000000,0.000000,0.000000,0.000000,114832
2022-05-11,0.000000,0.000000,0.000000,0.000000,0.000000,104254
2022-05-12,0.000000,0.000000,0.000000,0.000000,0.000000,144563
2022-05-13,0.000000,0.000000,0.000000,0.000000,0.000000,173258
2022-05-14,0.000000,0.000000,0.000000,0.000000,0.000000,333742
2022-05-15,0.000000,0.000000,0.000000,0.000000,0.000000,63357
2022-05-16,0.000000,0.000000,0.000000,0.000000,0.000000,103488
2022-05-17,0.000000,0.000000,0.000000,0.000000,0.000000,41699
2022-05-18,0.000000,0.000000,0.000000,0.000000,0.000000,92453
2022-05-19,0.000000,0.000000,0.000000,0.000000,0.000000,156325
2022-05-20,0.000000,0.000000,0.000000,0.000000,0.000000,141383
2022-05-21,0.000000,0.000000,0.000000,0.000000,0.000000,157548
2022-05-22,0.000000,0.000000,0.000000,0.000000,0.000000,165225
2022-05-23,0.000000,0.000000,0.000000,0.000000,0.000000,119266
2022-05-24,0.000000,0.000000,0.000000,0.000000,0.000000,60516
2022-05-25,0.000000,0.000000,0.000000,0.000000,0.000000,117334
2022-05-26,0.000000,0.000000,0.000000,0.000000,0.000000,128197
2022-05-27,0.000000,0.000000,0.000000,0.000000,0.000000,136049
2022-05-28,0.000000,0.000000,0.000000,0.000000,0.000000,50083
2022-05-29,0.000000,0.000000,0.000000,0.000000,0.000000,155171
2022-05-30,0.000000,0.000000,0.000000,0.000000,0.000000,97011
2022-05-31,0.000000,0.000000,0.000000,0.000000,0.000000,209209
2022-06-01,0.000000,0.000000,0.000000,0.000000,0.000000,81726
2022-06-02,0.000000,0.000000,0.000000,0.000000,0.000000,192022
2022-06-03,0.000000,0.000000,0.000000,0.000000,0.000000,205308
2022-06-04,0.000000,0.000000,0.000000,0.000000,0.000000,96725
2022-06-05,0.000000,0.000000,0.000000,0.000000,0.000000,118347
2022-06-06,0.000000,0.000000,0.000000,0.000000,0.000000,98579
2022-06-07,0.000000,0.000000,0.000000,0.000000,0.000000,146874
2022-06-08,0.000000,0.000000,0.000000,0.000000,0.000000,118019
2022-06-09,0.000000,0.000000,0.000000,0.000000,0.000000,100536
2022-06-10,0.000000,0.000000,0.000000,0.000000,0.000000,98211
2022-06-11,0.000000,0.000000,0.000000,0.000000,0.000000,95594
2022-06-12,0.000000,0.000000,0.000000,0.000000,0.000000,99373
2022-06-13,0.000000,0.000000,0.000000,0.000000,0.000000,125377
2022-06-14,0.000000,0.000000,0.000000,0.000000,0.000000,87647
2022-06-15,0.000000,0.000000,0.000000,0.000000,0.000000,108028
2022-06-16,0.000000,0.000000,0.000000,0.000000,0.000000,97275
2022-06-17,0.000000,0.000000,0.000000,0.000000,0.000000,85548
2022-06-18,0.000000,0.000000,0.000000,0.000000,0.000000,87421
2022-06-19,0.000000,0.000000,0.000000,0.000000,0.000000,88119
2022-06-20,0.000000,0.000000,0.000000,0.000000,0.000000,94508
2022-06-21,0.000000,0.000000,0.000000,0.000000,0.000000,93698
2022-06-22,0.000000,0.000000,0.000000,0.000000,0.000000,88066
2022-06-23,0.000000,0.000000,0.000000,0.000000,0.000000,90943
2022-06-24,0.000000,0.000000,0.000000,0.000000,0.000000,96237
2022-06-25,0.000000,0.000000,0.000000,0.000000,0.000000,87100
2022-06-26,0.000000,0.000000,0.000000,0.000000,0.000000,82755
2022-06-27,0.000000,0.000000,0.000000,0.000000,0.000000,83524
2022-06-28,0.000000,0.000000,0.000000,0.000000,0.000000,74292
2022-06-29,0.000000,0.000000,0.000000,0.000000,0.000000,87288
2022-06-30,0.000000,0.000000,0.000000,0.000000,0.000000,91163
2022-07-01,0.000000,0.000000,0.000000,0.000000,0.000000,82821
2022-07-02,0.000000,0.000000,0.000000,0.000000,0.000000,77630
2022-07-03,0.000000,0.000000,0.000000,0.000000,0.000000,87765
2022-07-04,0.000000,0.000000,0.000000,0.000000,0.000000,91116
2022-07-05,0.000000,0.000000,0.000000,0.000000,0.000000,82445
2022-07-06,0.000000,0.000000,0.000000,0.000000,0.000000,92262
2022-07-07,0.000000,0.000000,0.000000,0.000000,0.000000,88131
2022-07-08,0.000000,0.000000,0.000000,0.000000,0.000000,93606
2022-07-09,0.000000,0.000000,0.000000,0.000000,0.000000,84526
2022-07-10,0.000000,0.000000,0.000000,0.000000,0.000000,90266
2022-07-11,0.000000,0.000000,0.000000,0.000000,0.000000,91795
2022-07-12,0.000000,0.000000,0.000000,0.000000,0.000000,90555
2022-07-13,0.000000,0.000000,0.000000,0.000000,0.000000,73937
2022-07-14,0.000000,0.000000,0.000000,0.000000,0.000000,104477
2022-07-15,0.000000,0.000000,0.000000,0.000000,0.000000,70894
2022-07-16,0.000000,0.000000,0.000000,0.000000,0.000000,81379
2022-07-17,0.000000,0.000000,0.000000,0.000000,0.000000,93193
2022-07-18,0.000000,0.000000,0.000000,0.000000,0.000000,83353
2022-07-19,0.000000,0.000000,0.000000,0.000000,0.000000,92121
2022-07-20,0.000000,0.000000,0.000000,0.000000,0.000000,87788
2022-07-21,0.000000,0.000000,0.000000,0.000000,0.000000,76253
2022-07-22,0.000000,0.000000,0.000000,0.000000,0.000000,84010
2022-07-23,0.000000,0.000000,0.000000,0.000000,0.000000,88666
2022-07-24,0.000000,0.000000,0.000000,0.000000,0.000000,84622
2022-07-25,0.000000,0.000000,0.000000,0.000000,0.000000,92973
2022-07-26,0.000000,0.000000,0.000000,0.000000,0.000000,85704
2022-07-27,0.000000,0.000000,0.000000,0.000000,0.000000,93001
2022-07-28,0.000000,0.000000,0.000000,0.000000,0.000000,70700
2022-07-29,0.000000,0.000000,0.000000,0.000000,0.000000,98581
2022-07-30,0.000000,0.000000,0.000000,0.000000,0.000000,103876
2022-07-31,0.000000,0.000000,0.000000,0.000000,0.000000,89890
2022-08-01,0.000000,0.000000,0.000000,0.000000,0.000000,108297
2022-08-02,0.000000,0.000000,0.000000,0.000000,0.000000,79434
2022-08-03,0.000000,0.000000,0.000000,0.000000,0.000000,86362
2022-08-04,0.000000,0.000000,0.000000,0.000000,0.000000,92829
2022-08-05,0.000000,0.000000,0.000000,0.000000,0.000000,97214
2022-08-06,0.000000,0.000000,0.000000,0.000000,0.000000,96269
